location,geo_lat,geo_long,number_of_rooms,number_of_toilets,surface_size,price
0.0,21.0523987,105.780182,3.0,2.0,98.0,2244.2
0.0,21.0378551,105.77331819999995,2.0,2.0,75.0,2100.0
0.0,21.04338083913486,105.7673530578611,2.0,2.0,74.0,2200.0
0.0,21.04390153072802,105.76773929595925,2.0,2.0,83.5,2260.0
0.0,21.06439,105.796478,3.0,2.0,131.0,2882.0
21.0,21.0480214,105.79447189999996,2.0,2.0,72.0,2088.0
0.0,21.06439,105.796478,3.0,2.0,103.0,2111.5
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2085.6
0.0,20.9896249,105.79079209999998,2.0,2.0,111.4,2395.1
0.0,21.0277644,105.83415979999995,3.0,2.0,127.9,2749.8
0.0,20.9896249,105.79079209999998,3.0,2.0,127.9,2813.8
0.0,20.9896249,105.79079209999998,3.0,2.0,127.9,2813.8
0.0,21.06439,105.79649999999992,3.0,2.0,129.0,2580.0
0.0,21.06439,105.7965,2.0,2.0,111.4,2228.0
0.0,21.0277644,105.83415979999995,2.0,2.0,94.8,2133.0
0.0,21.06439,105.796478,2.0,2.0,113.0,2373.0
0.0,21.06439,105.796478,3.0,2.0,110.0,2255.0
0.0,21.06471038058577,105.79941824340813,2.0,2.0,99.6,2241.0
0.0,21.06439,105.796478,3.0,2.0,102.0,2040.0
0.0,21.0738016,105.82315879999999,3.0,2.0,105.0,2415.0
0.0,20.9896249,105.79079209999998,2.0,2.0,105.0,2100.0
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2290.8
0.0,21.06439,105.7965,3.0,2.0,112.0,2520.0
0.0,21.06439,105.7965,3.0,2.0,100.0,2200.0
0.0,21.0521832,105.777718,3.0,2.0,104.0,2184.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2600.0
0.0,21.06439,105.796478,3.0,2.0,87.9,2021.7
0.0,21.06439,105.796478,3.0,2.0,103.0,2163.0
0.0,21.06439,105.796478,3.0,2.0,100.0,2100.0
0.0,21.06439,105.7965,3.0,2.0,102.8,2415.8
0.0,21.06439,105.7965,3.0,2.0,102.8,2415.8
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2227.8
0.0,21.06439,105.7965,3.0,2.0,110.3,2426.6
0.0,21.0520172,105.784157,2.0,2.0,85.3,2559.0
0.0,21.06439,105.796478,2.0,2.0,110.0,2310.0
0.0,21.06439,105.796478,3.0,2.0,103.0,2163.0
0.0,21.0643901824951,105.79647827148403,3.0,2.0,110.0,2310.0
0.0,20.9896249,105.79079209999998,3.0,2.0,95.5,2292.0
0.0,21.06439,105.7965,3.0,2.0,121.0,2601.5
0.0,21.0596756,105.80407960000002,3.0,2.0,110.3,2481.8
0.0,21.064870570619913,105.80156401062004,3.0,2.0,110.3,2470.0
0.0,21.041013717651367,105.7651138305664,3.0,2.0,122.0,2171.6
0.0,20.9896249,105.79079209999998,3.0,2.0,110.0,2420.0
0.0,21.04622459411621,105.76752471923828,3.0,2.0,110.0,2420.0
0.0,21.044161875841915,105.76739597320557,3.0,2.0,100.0,2700.0
0.0,21.044001663518014,105.76740670204163,3.0,2.0,100.0,2300.0
0.0,21.0451235774984,105.76782393455505,3.0,2.0,105.0,2362.5
0.0,21.04199,105.759,3.0,2.0,102.0,2142.0
0.0,21.04622,105.7675,2.0,2.0,83.0,2000.0
0.0,21.041894266540314,105.77084739685051,2.0,2.0,83.0,2000.0
0.0,21.04622,105.7675,2.0,2.0,86.0,2322.0
0.0,21.06477298823746,105.8002334757324,3.0,2.0,138.8,2914.8
0.0,21.06439,105.7965,3.0,2.0,112.5,2475.0
0.0,21.06439,105.7965,3.0,2.0,138.8,2914.8
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2323.0
0.0,21.06439,105.7965,3.0,2.0,138.8,2914.8
0.0,21.06439,105.7965,3.0,2.0,112.5,2643.8
0.0,21.06439,105.7965,2.0,2.0,99.8,2345.3
0.0,21.06439,105.7965,3.0,3.0,102.0,2346.0
0.0,21.06439,105.7965,3.0,3.0,102.0,2346.0
0.0,21.0328817,105.76245070000004,3.0,2.0,102.0,2958.0
0.0,21.06439,105.7965,2.0,2.0,94.8,2180.4
0.0,21.06453270296395,105.79980432229002,3.0,2.0,95.0,2232.5
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2467.5
0.0,20.9896249,105.79079209999998,3.0,2.0,111.3,2615.5
0.0,20.9896249,105.79079209999998,2.0,2.0,94.7,2225.5
0.0,20.9896249,105.79079209999998,3.0,3.0,110.0,2750.0
0.0,21.037408,105.76511219999998,3.0,2.0,104.0,2800.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2227.8
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2925.0
0.0,20.9896249,105.79079209999998,3.0,2.0,103.0,2420.5
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2397.0
0.0,21.06439,105.7965,3.0,2.0,131.8,2833.7
0.0,21.0322964,105.7650281,3.0,2.0,110.0,2585.0
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2424.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2632.0
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
0.0,20.9896249,105.79079209999998,2.0,2.0,110.7,2380.1
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2397.0
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2474.5
0.0,20.9896249,105.79079209999998,2.0,2.0,120.0,2580.0
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2467.5
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.5,2587.5
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2323.0
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2467.5
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2390.4
0.0,20.9896249,105.79079209999998,3.0,2.0,95.0,2232.5
0.0,20.9896249,105.79079209999998,3.0,2.0,110.0,2420.0
0.0,21.06439,105.7965,3.0,2.0,118.2,2482.2
0.0,20.9896249,105.79079209999998,3.0,2.0,111.3,2615.5
0.0,20.9896249,105.79079209999998,3.0,2.0,96.0,2112.0
0.0,20.9896249,105.79079209999998,2.0,2.0,72.1,2054.8
0.0,20.9896249,105.79079209999998,3.0,2.0,128.0,2944.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2990.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2990.0
0.0,20.9896249,105.79079209999998,3.0,2.0,122.0,2440.0
0.0,20.9896249,105.79079209999998,2.0,2.0,120.0,2580.0
0.0,20.9896249,105.79079209999998,3.0,2.0,95.0,2232.5
0.0,20.9896249,105.79079209999998,3.0,2.0,103.0,2472.0
0.0,20.9896249,105.79079209999998,2.0,2.0,110.7,2380.1
0.0,20.9896249,105.79079209999998,3.0,2.0,111.0,2664.0
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
0.0,20.9896249,105.79079209999998,3.0,2.0,121.0,2783.0
0.0,20.9896249,105.79079209999998,3.0,2.0,93.0,2139.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2632.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.5,2587.5
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2576.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2275.2
0.0,21.06439,105.7965,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2390.4
0.0,20.9896249,105.79079209999998,2.0,2.0,94.7,2272.8
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2520.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2576.0
0.0,20.9896249,105.79079209999998,3.0,2.0,121.0,2783.0
0.0,21.06439,105.7965,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,3.0,2.0,121.0,2541.0
0.0,21.06439,105.7965,3.0,2.0,103.0,2317.5
0.0,21.0596756,105.80407960000002,3.0,2.0,106.0,2332.0
0.0,20.9896249,105.79079209999998,3.0,2.0,103.0,2472.0
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2992.5
0.0,21.0524,105.78019999999992,3.0,2.0,102.0,2468.4
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2467.5
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2520.0
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2390.4
0.0,20.9896249,105.79079209999998,3.0,2.0,95.0,2232.5
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2520.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.5,2587.5
0.0,21.06439,105.7965,3.0,2.0,110.0,2475.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,20.9896249,105.79079209999998,3.0,2.0,138.0,2898.0
0.0,20.9896249,105.79079209999998,3.0,3.0,147.0,2499.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2085.6
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2990.0
0.0,21.06439,105.7965,3.0,2.0,129.0,2709.0
0.0,21.02894860978742,105.85244722590335,3.0,2.0,102.0,2958.0
0.0,21.0524,105.7802,3.0,2.0,102.0,2499.0
0.0,21.046723,105.74843120000003,3.0,2.0,129.0,2709.0
0.0,21.046723,105.74843120000003,3.0,2.0,129.0,2709.0
0.0,21.06439,105.7965,3.0,2.0,129.0,2709.0
0.0,21.06567151820306,105.79838827514641,3.0,2.0,129.0,2709.0
0.0,21.06439,105.7965,3.0,2.0,111.0,2664.0
0.0,21.06439,105.7965,3.0,2.0,119.0,2677.5
0.0,21.065030760481545,105.79830244445793,2.0,2.0,94.8,2275.2
0.0,21.06439,105.7965,3.0,2.0,110.0,2420.0
0.0,21.0480214,105.79447189999996,3.0,2.0,109.0,2398.0
0.0,20.9896249,105.79079209999998,3.0,2.0,104.0,2288.0
0.0,21.06439,105.7965,3.0,2.0,103.0,2472.0
0.0,20.9896249,105.79079209999998,3.0,2.0,129.0,2838.0
0.0,21.06439,105.79649999999992,3.0,2.0,105.0,2467.5
0.0,20.9896249,105.79079209999998,3.0,2.0,129.0,2838.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2227.8
0.0,21.06439,105.7965,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,3.0,2.0,132.0,2904.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2856.0
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2290.8
0.0,20.9896249,105.79079209999998,3.0,2.0,110.0,2475.0
0.0,20.993579,105.79820940000002,3.0,2.0,102.0,2856.0
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2191.2
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2520.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.5,2220.8
0.0,21.0926018,105.77826140000002,3.0,2.0,130.0,2730.0
0.0,20.9896249,105.79079209999998,3.0,2.0,96.0,2112.0
0.0,21.06439,105.7965,3.0,2.0,96.0,2016.0
0.0,21.06439,105.7965,2.0,2.0,94.8,2227.8
0.0,21.06439,105.7965,3.0,2.0,105.0,2625.0
0.0,21.06439,105.7965,3.0,2.0,112.3,2639.0
0.0,21.06439,105.7965,2.0,2.0,94.8,2180.4
0.0,21.046723,105.74843120000003,3.0,2.0,138.0,2898.0
0.0,21.06439,105.7965,3.0,2.0,130.0,2860.0
0.0,21.0277644,105.83415979999995,3.0,2.0,102.0,2958.0
0.0,21.0524,105.7802,3.0,2.0,102.0,2142.0
0.0,21.0480214,105.79447189999996,3.0,2.0,102.0,2907.0
0.0,21.0524,105.78019999999992,3.0,2.0,102.0,2448.0
0.0,21.06439,105.7965,3.0,2.0,102.8,2415.8
0.0,21.0277644,105.83415979999995,3.0,2.0,130.0,2860.0
0.0,21.06439,105.7965,3.0,2.0,132.0,2904.0
0.0,21.0462699,105.78251479999994,3.0,2.0,85.2,2232.2
0.0,21.0328817,105.76245070000004,3.0,2.0,130.0,2925.0
0.0,20.9896249,105.79079209999998,2.0,2.0,80.0,2000.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,3.0,2.0,95.0,2232.5
0.0,20.9896249,105.79079209999998,2.0,2.0,110.7,2380.1
0.0,21.06439,105.7965,2.0,2.0,94.8,2464.8
0.0,20.9896249,105.79079209999998,3.0,2.0,128.0,2944.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2576.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2275.2
0.0,21.06439,105.7965,3.0,2.0,115.0,2415.0
0.0,21.06439,105.7965,3.0,3.0,130.0,2730.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2990.0
0.0,21.06439,105.7965,3.0,3.0,132.0,2772.0
0.0,20.976747582368727,105.77623844146729,3.0,2.0,130.0,2990.0
0.0,21.06559142363881,105.7969291534423,3.0,2.0,110.0,2310.0
0.0,21.06439,105.7965,3.0,3.0,129.0,2709.0
0.0,20.9896249,105.79079209999998,3.0,2.0,122.0,2440.0
0.0,21.06439,105.7965,3.0,2.0,122.3,2812.9
0.0,21.06439,105.7965,3.0,2.0,130.0,2730.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2244.0
0.0,21.0524,105.7802,3.0,2.0,102.0,2346.0
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2157.4
0.0,21.06439,105.7965,3.0,2.0,88.0,2020.0
0.0,20.9896249,105.79079209999998,2.0,2.0,120.0,2580.0
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2424.0
0.0,20.9896249,105.79079209999998,3.0,2.0,94.8,2275.2
0.0,20.9896249,105.79079209999998,3.0,2.0,93.0,2185.5
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
0.0,21.06439,105.7965,3.0,2.0,110.0,2420.0
0.0,20.9896249,105.79079209999998,3.0,2.0,110.0,2420.0
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2424.0
0.0,21.06439,105.7965,3.0,2.0,105.0,2940.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2275.2
0.0,20.9896249,105.79079209999998,3.0,2.0,96.0,2112.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,3.0,2.0,110.0,2420.0
0.0,21.06439,105.7965,2.0,2.0,94.8,2227.8
0.0,21.06439,105.7965,3.0,2.0,102.8,2415.8
21.0,20.9896249,105.79079209999998,3.0,2.0,132.0,2640.0
21.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
21.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2990.0
21.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2600.0
0.0,21.06439,105.7965,2.0,2.0,94.0,2209.0
0.0,21.06439,105.7965,3.0,2.0,95.5,2196.5
0.0,21.0926018,105.77826140000002,4.0,2.0,141.0,2961.0
0.0,21.06439,105.7965,3.0,2.0,95.5,2196.5
0.0,21.05058470729509,105.77902237607418,2.0,2.0,102.0,2611.2
0.0,21.0362368,105.79058250000003,3.0,2.0,102.0,2550.0
0.0,21.06439,105.7965,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2275.2
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2424.0
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2275.2
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2632.0
0.0,20.9896249,105.79079209999998,3.0,2.0,122.0,2440.0
0.0,20.9896249,105.79079209999998,3.0,2.0,103.0,2472.0
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2992.5
0.0,20.9896249,105.79079209999998,3.0,2.0,112.0,2576.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.5,2542.5
0.0,20.9896249,105.79079209999998,2.0,2.0,105.0,2100.0
0.0,20.9896249,105.79079209999998,3.0,2.0,95.5,2244.3
0.0,21.06439,105.7965,3.0,2.0,95.0,2232.5
0.0,21.06439,105.7965,3.0,2.0,101.0,2424.0
0.0,21.06439,105.7965,3.0,2.0,115.0,2530.0
0.0,21.06439,105.7965,3.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,2.0,2.0,110.0,2310.0
0.0,21.046723,105.74843120000003,3.0,2.0,102.8,2415.8
0.0,21.06439,105.7965,2.0,2.0,94.8,2275.2
0.0,21.06439,105.79649999999992,3.0,2.0,90.0,2286.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2550.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2550.0
0.0,21.0524,105.7802,2.0,2.0,102.0,2499.0
0.0,21.064077158668663,105.79606533050537,4.0,2.0,130.0,2860.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.0,2303.0
0.0,21.0277644,105.83415979999995,3.0,2.0,130.0,2860.0
0.0,21.06439,105.7965,3.0,2.0,130.0,2925.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.4,2416.6
0.0,20.9896249,105.79079209999998,3.0,2.0,128.0,2944.0
0.0,20.9896249,105.79079209999998,3.0,2.0,105.0,2992.5
0.0,20.9896249,105.79079209999998,2.0,2.0,94.8,2275.2
0.0,21.06439,105.7965,2.0,2.0,99.0,2376.0
0.0,21.0277644,105.83415979999995,2.0,2.0,110.7,2380.1
0.0,21.06439,105.7965,3.0,2.0,138.0,2898.0
0.0,21.0462245941162,105.76752471923805,2.0,2.0,68.0,1900.0
0.0,20.9896249,105.79079209999998,3.0,2.0,95.0,2232.5
0.0,20.9896249,105.79079209999998,3.0,2.0,112.5,2587.5
0.0,20.9896249,105.79079209999998,2.0,2.0,99.6,2390.4
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,21.06439,105.7965,3.0,2.0,101.0,2424.0
0.0,21.06439,105.7965,3.0,2.0,93.8,2204.3
0.0,21.06439,105.7965,3.0,2.0,93.8,2157.4
0.0,20.9896249,105.79079209999998,3.0,2.0,93.8,2204.3
0.0,21.06439,105.7965,3.0,2.0,113.6,2556.0
0.0,21.06439,105.7965,3.0,2.0,101.0,2323.0
0.0,21.06439,105.7965,3.0,2.0,130.0,2925.0
0.0,21.06439,105.7965,3.0,2.0,101.0,2323.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2397.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.7,2225.5
0.0,20.9896249,105.79079209999998,3.0,2.0,101.0,2323.0
0.0,21.06439,105.7965,2.0,2.0,94.8,2227.8
0.0,20.9896249,105.79079209999998,3.0,2.0,112.3,2582.9
0.0,20.9896249,105.79079209999998,3.0,2.0,121.0,2299.0
0.0,20.9896249,105.79079209999998,3.0,2.0,103.0,2420.5
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2397.0
0.0,20.9896249,105.79079209999998,2.0,2.0,94.7,2225.5
0.0,21.04622,105.7675,2.0,2.0,99.8,2600.0
0.0,20.9896249,105.79079209999998,3.0,2.0,138.8,2914.8
0.0,20.9896249,105.79079209999998,3.0,3.0,110.0,2750.0
0.0,20.9896249,105.79079209999998,3.0,2.0,130.0,2925.0
0.0,21.0790156,105.76345089999995,3.0,2.0,120.0,2880.0
0.0,20.9896249,105.79079209999998,3.0,2.0,112.5,2475.0
0.0,21.04622,105.7675,2.0,2.0,99.8,2600.0
0.0,21.06439,105.7965,2.0,2.0,99.6,2340.6
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2448.0
0.0,21.06439,105.7965,2.0,2.0,110.0,2475.0
0.0,21.06439,105.7965,3.0,2.0,112.5,2643.8
0.0,21.04622,105.7675,2.0,2.0,110.0,2585.0
0.0,20.9896249,105.79079209999998,3.0,2.0,94.0,2143.2
0.0,21.0451035510966,105.767856121063,3.0,2.0,128.0,2350.0
0.0,21.04622,105.7675,2.0,2.0,83.0,2000.0
0.0,21.04622,105.7675,2.0,2.0,83.0,2000.0
0.0,20.9896249,105.79079209999998,3.0,2.0,102.0,2950.0
0.0,20.9896249,105.79079209999998,2.0,2.0,105.0,2310.0
0.0,21.0523987,105.780182,3.0,2.0,102.0,2550.0
0.0,21.0523987,105.78018199999997,3.0,2.0,102.0,2315.4
0.0,21.0523987,105.780182,3.0,2.0,102.0,2448.0
0.0,21.06439,105.7965,3.0,2.0,117.0,2515.5
0.0,21.06439,105.7965,3.0,2.0,105.0,2940.0
0.0,21.06439,105.7965,3.0,2.0,110.0,2530.0
0.0,21.04622459411621,105.76752471923828,3.0,2.0,94.0,2068.0
0.0,21.06439,105.796478,3.0,2.0,104.0,2184.0
10.0,10.8671531,106.64133219999997,2.0,2.0,63.0,882.0
1.0,20.97329,105.82,1.0,1.0,45.0,540.0
1.0,20.96457,105.8273,2.0,2.0,65.5,1110.0
1.0,20.96457,105.8273,2.0,2.0,67.0,1040.0
1.0,20.96424,105.8266,3.0,2.0,76.0,1330.0
1.0,20.9836984,105.86362570000006,2.0,2.0,55.6,1080.0
1.0,20.96456527709961,105.82731628417969,2.0,2.0,55.6,1060.0
10.0,10.858616292131654,106.63068032264732,2.0,2.0,64.0,900.0
1.0,20.96457,105.8273,2.0,2.0,55.6,1080.0
10.0,10.854811044481014,106.62874006347658,2.0,2.0,63.0,805.0
1.0,20.96424,105.8266,2.0,2.0,65.5,1080.0
1.0,20.96431,105.8268,2.0,2.0,70.0,1200.0
1.0,20.9643058776855,105.82680511474598,1.0,1.0,45.5,600.0
1.0,20.9643059,105.826805,2.0,2.0,71.0,1080.0
10.0,10.858626828868108,106.63075542449974,1.0,1.0,45.0,668.0
1.0,20.96456527709961,105.82731628417969,1.0,1.0,45.0,767.0
1.0,20.963605567767505,105.82596840209953,2.0,2.0,55.6,998.9
1.0,20.96457,105.8273,2.0,2.0,55.6,938.3
1.0,20.96457,105.8273,1.0,1.0,45.0,690.0
1.0,20.96694,105.8333,1.0,1.0,45.0,733.5
1.0,20.9625316,105.83991270000001,2.0,2.0,61.1,1140.0
1.0,20.9643059,105.826805,2.0,1.0,56.0,859.0
1.0,20.96456527709961,105.82731628417969,2.0,2.0,65.0,972.0
1.0,20.96456527709961,105.82731628417969,2.0,2.0,55.6,916.0
1.0,20.9625316,105.83991270000001,2.0,2.0,55.6,861.8
1.0,20.96457,105.8273,2.0,2.0,70.0,1040.0
1.0,20.9625316,105.83991270000001,3.0,2.0,76.3,1320.0
1.0,20.964695,105.82510000000002,2.0,2.0,57.6,1382.4
1.0,20.9836984,105.86362570000006,1.0,1.0,55.6,1010.0
1.0,20.967321395874023,105.83330535888672,1.0,1.0,49.0,920.0
1.0,20.9645653,105.827316,3.0,2.0,76.3,1200.0
1.0,20.96457,105.8273,2.0,2.0,67.0,1170.0
1.0,20.96457,105.8273,3.0,2.0,76.3,1250.0
1.0,20.96352806124388,105.8262700317382,3.0,2.0,76.3,1160.0
3.0,21.0014318566,105.81614801389196,3.0,2.0,150.0,5700.0
16.0,21.07214,105.811,3.0,3.0,184.0,6000.0
16.0,21.07214,105.811,3.0,2.0,123.0,5200.0
16.0,21.07214,105.811,3.0,3.0,145.0,5800.0
16.0,21.07214,105.811,3.0,2.0,123.0,5300.0
16.0,21.07214,105.811,4.0,3.0,182.0,6500.0
16.0,21.07214,105.811,3.0,2.0,123.0,5000.0
16.0,21.0819867994938,105.80155563354492,3.0,2.0,153.0,5508.0
16.0,21.07887343318,105.79301548004196,4.0,3.0,182.0,6400.0
16.0,21.07213592529297,105.81099700927734,4.0,2.0,150.0,5625.0
16.0,21.07213592529297,105.81099700927734,4.0,3.0,182.0,5900.0
16.0,21.07214,105.811,3.0,2.0,150.0,5300.0
16.0,21.07214,105.811,4.0,3.0,182.0,6643.0
16.0,21.07214,105.811,4.0,2.0,146.0,5000.0
16.0,21.07214,105.811,4.0,2.0,153.0,6400.0
16.0,21.07214,105.811,3.0,3.0,145.0,5147.5
16.0,21.0401593,105.82631800000001,2.0,1.0,48.3,1330.0
16.0,21.074528626502115,105.8102030754086,2.0,2.0,63.0,1800.0
16.0,21.0838905,105.80848229999992,2.0,2.0,82.0,1763.0
16.0,21.07214,105.811,2.0,2.0,64.0,1856.0
16.0,21.07214,105.811,2.0,2.0,63.6,1844.4
16.0,21.07214,105.811,2.0,2.0,63.6,1780.8
16.0,21.0811211,105.81803059999993,2.0,2.0,87.8,1799.9
16.0,21.07214,105.811,2.0,2.0,64.0,1792.0
16.0,21.07214,105.811,2.0,2.0,63.6,2670.0
16.0,21.027835,105.852276,3.0,2.0,116.0,3248.0
16.0,21.07214,105.811,2.0,2.0,73.4,2202.0
16.0,21.07276664106411,105.80945205688477,2.0,2.0,74.0,2220.0
16.0,21.072866754432553,105.80943059921265,2.0,2.0,74.0,2146.0
16.0,21.0721359,105.811,3.0,2.0,142.5,4203.8
16.0,21.027835,105.852276,3.0,2.0,117.0,4095.0
16.0,21.07214,105.811,2.0,2.0,73.4,2130.0
16.0,21.055533887036468,105.80519437789917,2.0,1.0,58.1,1860.0
16.0,21.0811211,105.81803059999993,3.0,2.0,103.0,3296.0
16.0,21.07214,105.811,3.0,2.0,119.0,4224.5
16.0,21.0555438995361,105.80513000488304,2.0,2.0,71.0,1600.0
16.0,21.07214,105.811,4.0,2.0,142.0,4250.0
16.0,21.07214,105.811,3.0,2.0,123.0,4400.0
16.0,21.077902369895124,105.79230737686123,3.0,2.0,123.0,4200.0
16.0,21.0729056,105.81019839999999,2.0,2.0,87.8,2019.4
16.0,21.0460616,105.79330000000004,2.0,2.0,88.8,2042.4
16.0,21.0460616,105.79330000000004,2.0,2.0,88.8,2042.4
16.0,21.0530245344515,105.79744958877598,3.0,2.0,112.0,2408.0
0.0,21.05530645373956,105.76791286468506,3.0,2.0,91.0,1446.9
0.0,21.052398681640625,105.78018188476562,2.0,2.0,63.2,1485.2
0.0,21.0643901824951,105.79643535614002,3.0,2.0,94.8,2227.8
0.0,21.068121,105.7833,3.0,2.0,91.0,1365.0
0.0,21.0480214,105.79447189999996,3.0,2.0,73.5,1176.0
0.0,21.06439,105.7965,3.0,2.0,110.0,2420.0
0.0,21.0539854309072,105.77830767631497,2.0,2.0,54.1,1200.0
0.0,21.027835,105.852276,2.0,2.0,65.4,1196.8
0.0,21.0681309680735,105.78109216690098,3.0,2.0,91.2,1368.0
0.0,21.0480214,105.79447189999996,3.0,2.0,102.0,2448.0
0.0,21.050740676734367,105.77756881713867,3.0,2.0,102.0,2550.0
0.0,20.9896249,105.79079209999998,2.0,2.0,76.4,2200.0
0.0,21.05020489556329,105.78485417366028,2.0,2.0,73.2,1610.4
0.0,21.068121,105.7833,2.0,2.0,64.5,1096.5
0.0,21.06439,105.7965,2.0,2.0,80.0,1680.0
0.0,21.06439,105.7965,3.0,3.0,136.6,2868.6
0.0,21.06862,105.7863,3.0,2.0,96.6,1593.9
0.0,20.9896249,105.79079209999998,2.0,2.0,75.4,1809.6
0.0,21.06439,105.796478,3.0,2.0,88.0,1920.0
0.0,21.06862,105.7863,2.0,2.0,85.0,1360.0
0.0,21.0277644,105.83415979999995,2.0,2.0,75.4,1809.6
0.0,20.9896249,105.79079209999998,2.0,2.0,75.4,1847.3
0.0,20.9896249,105.79079209999998,2.0,2.0,59.0,1268.5
