location,geo_lat,geo_long,number_of_floors,surface_size,price
0.0,10.7752565,106.68636289999995,5.0,64.0,6500.0
0.0,10.7752565,106.68636289999995,4.0,101.2,6950.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5100.0
0.0,10.7810242,106.68265880000001,4.0,52.3,5800.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5500.0
0.0,10.7752565,106.68636289999995,4.0,80.0,6500.0
0.0,10.7752565,106.68636289999995,4.0,103.5,6500.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,4.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,80.0,6500.0
0.0,10.7752565,106.68636289999995,3.0,64.6,5700.0
0.0,10.7752565,106.68636289999995,3.0,64.6,5700.0
0.0,10.7752565,106.68636289999995,4.0,63.8,5500.0
0.0,10.7752565,106.68636289999995,2.0,72.2,5300.0
0.0,10.7752565,106.68636289999995,6.0,77.0,6500.0
0.0,10.7752565,106.68636289999995,4.0,62.4,5000.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5300.0
0.0,10.7752565,106.68636289999995,3.0,60.8,5500.0
0.0,10.7752565,106.68636289999995,4.0,40.0,5200.0
0.0,10.7752565,106.68636289999995,4.0,57.3,5000.0
0.0,10.7752565,106.68636289999995,3.0,60.0,5200.0
0.0,10.7752565,106.68636289999995,3.0,63.0,6500.0
0.0,10.7752565,106.68636289999995,4.0,40.0,5200.0
0.0,10.7818082,106.68513600000006,3.0,103.5,7200.0
0.0,10.7818082,106.68513600000006,3.0,103.5,7200.0
0.0,10.782061146373424,106.68556515344244,3.0,103.5,7200.0
0.0,10.7752565,106.68636289999995,1.0,60.0,8400.0
0.0,10.7752565,106.68636289999995,5.0,102.5,9500.0
0.0,10.7752565,106.68636289999995,3.0,56.0,7100.0
0.0,10.788353,106.6769296,4.0,48.0,4850.0
0.0,10.788353,106.6769296,5.0,40.2,4600.0
0.0,10.7752565,106.68636289999995,4.0,103.5,7000.0
0.0,10.7843695,106.6844089,4.0,103.5,7000.0
