location,geo_lat,geo_long,surface_size,price
0.0,10.884568143283321,106.63670766137693,137.5,2500.0
0.0,10.875760770905542,106.67879317984011,115.0,805.0
0.0,10.887301399908505,106.65112163121341,68.0,850.0
0.0,10.869947650398666,106.69284347829591,72.0,720.0
0.0,10.878232162585073,106.68536687224423,60.0,560.0
0.0,10.884526,106.63653599999998,55.0,680.0
0.0,10.864453574518144,106.65460290793453,130.0,1220.0
0.0,10.8690099149576,106.69178132352602,70.0,550.0
0.0,10.8626068,106.68243789999997,60.0,560.0
0.0,10.880784064046326,106.65060808465569,85.0,900.0
0.0,10.874773754366354,106.65409108993526,81.0,890.0
0.0,10.870480409215764,106.65468873862301,95.0,846.0
0.0,10.871239023140138,106.65503206137691,95.0,850.0
0.0,10.8762964,106.65486039999996,95.0,855.0
0.0,10.863646782800396,106.64989064788506,68.0,980.0
0.0,10.8663422,106.63832739999998,67.2,1050.0
0.0,10.8744631,106.63945379999996,170.0,1400.0
0.0,10.8807946,106.65037205026204,48.0,750.0
0.0,10.8739226,106.65093960000002,116.0,1350.0
0.0,10.8719482421875,106.65922546386696,81.0,850.0
0.0,10.8760697,106.65565749999996,120.0,1600.0
0.0,10.880773528092277,106.65050079629509,56.0,750.0
0.0,10.8807946,106.65065099999993,48.0,730.0
0.0,10.8744631,106.63945379999996,170.0,1400.0
0.0,10.8804349000469,106.63923331271997,48.0,780.0
0.0,10.873933499999993,106.65329263809815,57.4,765.0
0.0,10.865174579967594,106.6497726306884,104.5,1120.0
0.0,10.85881610000001,106.62957546560665,110.0,1300.0
0.0,10.872242,106.65204719999997,44.0,630.0
0.0,10.8635941,106.64968679999993,99.0,1120.0
0.0,10.881694,106.64957200000003,140.0,1850.0
0.0,10.881694,106.64957200000003,140.0,1850.0
0.0,10.8635483228359,106.64904839629514,104.5,1100.0
0.0,10.8631014,106.63909660000002,80.0,1100.0
0.0,10.8713049,106.63041470000007,66.5,680.0
0.0,10.870253704795454,106.6566016375732,125.0,1062.5
0.0,10.88549729262149,106.64966555263982,145.0,1800.0
0.0,10.885539435767432,106.65021272327886,140.0,1800.0
0.0,10.884466187148249,106.64717078005151,140.0,1800.0
0.0,10.8631014,106.63909660000002,80.0,950.0
0.0,10.8678543697696,106.63371201349196,40.0,750.0
0.0,10.865944527044656,106.63760569629517,80.0,920.0
0.0,10.8810904869771,106.63986067514645,50.0,700.0
0.0,10.879699467938652,106.63857057672112,60.0,700.0
0.0,10.8603672,106.64386730000001,276.0,3200.0
0.0,10.86531939612525,106.63760165974122,85.5,1370.0
0.0,10.865807552798618,106.6377022558197,60.0,920.0
0.0,10.866372172545223,106.6378778015137,85.0,1350.0
0.0,10.859777303675044,106.70650286085208,992.0,4960.0
0.0,10.852952756932758,106.68181388573612,360.0,4000.0
0.0,10.8539696,106.67875879999997,280.0,4700.0
0.0,10.8834303,106.6703963,80.0,700.0
0.0,10.852615574778374,106.68398111061992,56.4,564.0
0.0,10.8834303,106.6703963,56.0,550.0
0.0,10.8671531,106.64133219999997,50.6,500.0
0.0,10.859345298839465,106.70457167036136,720.0,3600.0
0.0,10.8762964,106.65486039999996,80.0,785.0
0.0,10.8579676361465,106.69497154220608,190.0,1500.0
0.0,10.878403615046128,106.65619077567135,60.0,585.0
0.0,10.87836147089115,106.65593328360592,60.0,585.0
0.0,10.8532846602135,106.68306112289406,56.5,565.0
0.0,10.8480596704717,106.69400779154,129.0,1800.0
0.0,10.845931166906023,106.69293490793461,113.0,1350.0
0.0,10.84625781942748,106.69297782327885,192.0,1400.0
0.0,10.8386590510397,106.69690132141102,130.0,1500.0
0.0,10.875023240796613,106.67851423010256,56.0,600.0
0.0,10.8551823607255,106.69299830268596,50.0,500.0
0.0,10.8615047189476,106.69344989206502,1761.0,12150.9
3.0,10.8508971844733,106.7954737354737,250.0,5400.0
1.0,10.8293978,106.72770519999995,50.0,650.0
3.0,10.849659936144757,106.79637908935547,250.0,5400.0
1.0,10.8293978,106.72770519999995,53.0,690.0
1.0,10.849005713907873,106.71763211772156,52.0,722.8
1.0,10.8560134,106.76928559999999,50.0,695.0
3.0,10.7938163,106.79925170000001,50.0,650.0
3.0,10.7938163,106.79925170000001,50.0,650.0
3.0,10.7938163,106.79925170000001,50.0,640.0
3.0,10.7938163,106.79925170000001,50.0,650.0
3.0,10.7938163,106.79925170000001,60.0,650.0
3.0,10.7938163,106.79925170000001,60.0,540.0
3.0,10.796461581319754,106.80070009286806,50.0,700.0
3.0,10.7938163,106.79925170000001,60.0,750.0
3.0,10.803090490751986,106.8014832979004,60.0,768.0
3.0,10.7938163,106.79925170000001,50.0,640.0
3.0,10.7890603,106.80013959999997,50.0,650.0
3.0,10.791697950361414,106.7972132211487,60.0,650.0
2.0,10.667693216244054,106.69454767875982,48.0,360.0
2.0,10.66609061322674,106.6935177104981,140.0,1150.0
2.0,10.6623872801961,106.691569269311,175.0,1050.0
1.0,10.8597693,106.7606164,500.0,5000.0
1.0,10.8811562,106.763463,80.0,800.0
1.0,10.8804079,106.773595,60.0,750.0
1.0,10.88258776180386,106.76770897063898,52.0,650.0
1.0,10.8792199,106.77161709999996,70.0,945.0
15.0,10.7401226,106.6779153,60.0,690.0
1.0,10.84583710177873,106.71990838147576,56.7,810.0
15.0,10.694278641277828,106.60937947184448,80.0,640.0
9.0,10.7240878,106.62862589999997,58.0,545.0
15.0,10.7407607904883,106.67763371349179,9000.0,200000.0
1.0,10.845870853482134,106.71862535670152,68.0,980.0
15.0,10.70032997044447,106.60993737131957,100.0,725.0
15.0,10.700393224118649,106.60871428400878,120.0,689.0
15.0,10.6983691,106.6244213,100.0,400.0
15.0,10.720461334774077,106.62309755554202,80.0,1040.0
15.0,10.717929339208318,106.61938632275394,2300.0,35500.0
15.0,10.708260053974838,106.621358090213,13000.0,180000.0
15.0,10.7256913,106.62565110000003,90.0,1000.0
15.0,10.7074432,106.62334039999996,100.0,1190.0
15.0,10.7185934635476,106.61943996693401,100.0,2200.0
15.0,10.697694388958224,106.61244791895751,212.0,2600.0
15.0,10.70591069568894,106.62657384560544,100.0,1190.0
15.0,10.711740753957,106.627361354492,108.0,1000.0
15.0,10.711255826941796,106.62674981083683,108.0,1069.2
4.0,21.04084213910175,105.78156897246095,90.0,8500.0
4.0,21.0382641297099,105.77384589444296,60.0,7080.0
4.0,21.027835,105.852276,185.0,9800.0
4.0,21.0395659,105.77407119999998,80.0,9600.0
4.0,21.036800873965024,105.77752014155578,80.0,4240.0
4.0,21.027835,105.852276,80.0,9600.0
4.0,21.027835,105.852276,36.0,4320.0
4.0,21.0416124925314,105.78859133995093,37.0,4800.0
1.0,10.8482847,106.74822229999995,60.0,930.0
11.0,10.793477987343582,106.73212286032708,585.0,23000.0
11.0,10.795250276067897,106.7344475501236,528.0,20064.0
11.0,10.8039098,106.72698230000003,469.0,21000.0
11.0,10.8115529,106.73137580000002,878.0,28096.0
11.0,10.811239395326309,106.72647538413094,203.0,9135.0
11.0,10.8115529,106.73137580000002,225.0,12375.0
11.0,10.8039098,106.72698230000003,336.0,11760.0
11.0,10.7897429,106.73954040000001,122.1,5189.3
13.0,21.0350794466854,105.73385761901898,35.0,490.0
13.0,21.0435195,105.75661400000001,48.8,634.4
13.0,21.0531863,105.73419480000007,36.0,486.0
13.0,21.027835,105.852276,50.0,2500.0
13.0,21.0435195,105.75661400000001,40.0,800.0
13.0,21.027835,105.852276,50.0,900.0
13.0,21.027835,105.852276,50.0,900.0
13.0,21.027835,105.852276,50.0,900.0
13.0,21.027835,105.852276,50.0,900.0
13.0,21.027835,105.852276,52.0,1092.0
13.0,21.027835,105.852276,81.0,1215.0
13.0,21.0327884953773,105.73428595186806,64.0,992.0
13.0,21.027835,105.852276,38.0,532.0
13.0,21.027835,105.852276,506.0,1250.0
13.0,21.027835,105.852276,500.0,1000.0
13.0,21.027835,105.852276,70.0,1050.0
13.0,21.033189056015335,105.7330414068847,32.0,528.0
13.0,21.027835,105.852276,35.0,717.5
13.0,20.985003843234896,105.73981089317624,102.0,1632.0
13.0,21.0049863,105.76994200000001,37.4,561.0
13.0,20.9889813,105.73745370000006,58.0,1566.0
13.0,20.9889813,105.73745370000006,40.0,480.0
13.0,21.0050283,105.76993649999997,80.0,600.0
13.0,21.0049863,105.76994200000001,60.0,510.0
13.0,21.0049863,105.76994200000001,60.0,780.0
17.0,21.0243168,105.69888919999994,46.0,650.0
13.0,21.027835,105.852276,52.5,350.0
13.0,21.027835,105.852276,50.0,350.0
13.0,21.0294237,105.83206470000005,83.0,1245.0
13.0,21.0294237,105.83206470000005,150.0,1200.0
13.0,21.0294216,105.83206689999997,59.0,708.0
13.0,21.027835,105.852276,100.0,500.0
17.0,21.0277644,105.83415979999995,54.0,648.0
13.0,21.0049863,105.76994200000001,109.0,741.2
13.0,21.027835,105.852276,37.2,520.8
13.0,21.027835,105.852276,56.0,952.0
13.0,21.0049863,105.76994200000001,60.0,780.0
13.0,21.027835,105.852276,100.0,700.0
13.0,21.033512,105.85104000000001,175.0,2975.0
13.0,21.027835,105.852276,90.0,900.0
13.0,21.0034839,105.79140749999999,35.0,850.0
13.0,21.0049863,105.76994200000001,60.4,936.2
13.0,21.027835,105.852276,216.0,324.0
13.0,21.027835,105.852276,40.0,200.0
13.0,21.027835,105.852276,50.0,150.0
13.0,21.027835,105.852276,100.0,450.0
13.0,21.027835,105.852276,40.0,150.0
13.0,21.027835,105.852276,360.0,70.0
13.0,21.027835,105.852276,50.0,250.0
13.0,21.027835,105.852276,265.0,3975.0
1.0,10.8798520598788,106.77150981163902,70.0,945.0
18.0,10.8089036,106.60846119999997,100.0,2600.0
18.0,10.8089036,106.60846119999997,100.0,1300.0
18.0,10.809145985087966,106.60869723439328,100.0,2450.0
18.0,10.811819,106.62323709999998,55.0,1000.0
18.0,10.8142170723724,106.62358525396701,938.8,40000.0
18.0,10.793871775463407,106.6388755246063,2500.0,230000.0
18.0,10.79441980368352,106.63868240555723,2500.0,232500.0
1.0,10.849383361679322,106.71561776521003,52.0,720.0
1.0,10.849438346711404,106.71589891176757,50.0,695.0
1.0,10.849354050217347,106.71461145144042,50.0,695.0
1.0,10.8455467,106.71461840000006,50.0,695.0
1.0,10.8560134,106.76928559999999,52.0,722.0
1.0,10.8455467,106.71461840000006,52.0,722.8
1.0,10.8455467,106.71461840000006,52.0,722.8
1.0,10.8455467,106.71461840000006,52.0,722.8
1.0,10.848848270753926,106.71624223452147,50.0,722.0
1.0,10.8562113,106.76857530000007,52.0,720.0
1.0,10.8498891402375,106.71639024140597,52.0,720.0
1.0,10.8455467,106.71461840000006,50.0,695.0
1.0,10.8560134,106.76928559999999,52.0,720.0
1.0,10.8455467,106.71461840000006,52.0,715.0
1.0,10.8494094,106.75370550000002,52.0,690.0
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.8455467,106.71461840000006,52.0,722.8
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.8560134,106.76928559999999,55.0,764.5
1.0,10.8455467,106.71461840000006,55.0,764.5
1.0,10.8455467,106.71461840000006,52.0,722.8
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.8560134,106.76928559999999,52.0,722.8
1.0,10.847668115345158,106.71581308107909,50.0,690.0
1.0,10.847836709260188,106.71624223452147,51.0,690.0
1.0,10.848648377397248,106.71548366546631,50.0,690.0
1.0,10.843118,106.72096899999997,52.0,722.8
1.0,10.848763974093501,106.71546975832518,50.0,690.0
1.0,10.848848270753926,106.71607057314452,52.0,720.0
1.0,10.8494094,106.75370550000002,50.0,695.0
1.0,10.8455467,106.71461840000006,52.0,722.8
1.0,10.8455467,106.71461840000006,52.0,720.0
3.0,10.8428402,106.82868510000003,60.0,570.0
3.0,10.8428402,106.82868510000003,53.0,477.0
3.0,10.7910049479857,106.79478983862305,53.0,530.0
3.0,10.804663353835657,106.81594849685052,60.0,450.0
3.0,10.805545094175303,106.81978304288327,52.0,499.0
3.0,10.805608325794218,106.81816298863828,52.0,499.0
3.0,10.805313244792007,106.81808788678586,60.0,498.0
3.0,10.8569656,106.80308919999993,75.0,750.0
3.0,10.8552318185464,106.81138909552305,60.0,720.0
6.0,20.960765729127928,105.78347436826175,32.0,1100.0
20.0,20.9805002,105.80087700000001,55.0,2475.0
6.0,20.965193,105.78426850000005,31.0,1100.0
6.0,20.965193,105.78426850000005,32.0,1100.0
20.0,20.984677455494385,105.79946615805818,30.0,2400.0
6.0,21.027835,105.852276,50.0,1600.0
6.0,21.027835,105.852276,50.0,1600.0
6.0,21.027835,105.852276,50.0,1600.0
6.0,21.027835,105.852276,41.0,1107.0
6.0,20.958506952126566,105.79384322565613,60.0,1140.0
6.0,20.9528073,105.78500220000001,60.0,2880.0
6.0,20.95848691409896,105.79418654841004,60.0,2400.0
6.0,20.954018522750438,105.74192933757331,70.0,1260.0
6.0,20.9540586,105.74098520000007,50.0,1500.0
6.0,20.9663318,105.7655317,63.0,1827.0
6.0,20.939041606460666,105.7570551878357,50.0,1000.0
6.0,20.9652297621553,105.766572397098,63.0,1800.0
6.0,20.9680033791345,105.76023773967302,35.5,1100.0
6.0,20.9731,105.7497,50.0,1700.0
6.0,21.0087447,105.8095796,50.0,1000.0
6.0,20.972411400000002,105.76053814708257,30.0,1200.0
6.0,21.027835,105.852276,50.0,1000.0
6.0,21.027835,105.852276,145.0,1740.0
6.0,20.93708,105.76739420000001,56.0,1439.2
6.0,20.968003379134544,105.76092438518072,32.0,1.4
6.0,20.9731,105.7497,50.0,1850.0
6.0,21.027835,105.852276,33.0,1485.0
6.0,20.9636429,105.77766529999997,44.0,1350.0
6.0,20.955835,105.75636580000003,30.3,1090.8
6.0,20.979868,105.74391939999998,50.0,1050.0
6.0,20.9369196727527,105.76632131639394,69.0,1656.0
6.0,21.027835,105.852276,61.0,1300.0
6.0,20.9573164,105.73853659999997,50.0,1350.0
6.0,20.9632341729122,105.74907641907998,50.0,1550.0
6.0,20.9833749,105.78353479999998,52.0,2184.0
6.0,20.9702615,105.7783852,54.0,3510.0
6.0,20.970275,105.7784034,54.0,3510.0
6.0,20.955835,105.75636580000003,50.0,1840.0
6.0,20.955835,105.75636580000003,50.0,1620.0
6.0,20.955835,105.75636580000003,50.0,1820.0
6.0,20.9623789,105.76848150000001,50.0,3250.0
6.0,20.979868,105.74391939999998,50.0,1460.0
6.0,20.9623789,105.76848150000001,50.0,3150.0
6.0,21.027835,105.852276,50.0,3100.0
6.0,20.979868,105.74391939999998,50.0,1850.0
6.0,20.979868,105.74391939999998,50.0,1850.0
6.0,20.9560561,105.76592690000007,50.0,3500.0
6.0,20.957098090808547,105.76574450978705,50.0,3000.0
6.0,20.958356666854034,105.79323168200074,52.0,3120.0
6.0,20.9643858640989,105.76778447724598,60.0,3780.0
6.0,21.027835,105.852276,35.0,2650.0
6.0,21.027835,105.852276,77.0,4697.0
6.0,20.9654323,105.78940450000005,50.0,7500.0
6.0,20.959897455289806,105.76400792695313,32.0,1250.0
6.0,21.027835,105.852276,41.0,2330.0
6.0,20.9786876,105.771796,58.0,3000.0
6.0,21.027835,105.852276,32.3,1700.0
6.0,21.0042171,105.80297859999996,67.5,3645.0
6.0,20.97044921839892,105.78725224239724,125.0,7500.0
6.0,20.9570237788247,105.76958119043002,32.3,1650.0
6.0,20.9623789,105.76848150000001,33.0,1250.0
6.0,20.970313972461753,105.78899299604791,58.0,4400.0
6.0,20.97056442780446,105.78687941534417,56.0,3900.0
6.0,21.027835,105.852276,32.3,1700.0
6.0,21.0177168,105.8529906,47.6,2998.8
6.0,20.9731,105.7497,50.0,2800.0
6.0,20.9816337005275,105.76891873430202,60.0,3480.0
6.0,20.9786876,105.771796,76.6,3523.6
6.0,20.981897354126,105.76677703857399,57.0,3534.0
6.0,20.980677042999467,105.77172694813225,77.1,4626.0
6.0,20.9810577085578,105.77146945606705,38.0,3800.0
6.0,20.9786876,105.771796,69.5,3200.0
6.0,20.980049995662448,105.77231098413085,39.0,1794.0
6.0,20.95776569916066,105.73935441691901,98.8,3300.0
6.0,20.979093314713005,105.77150095700836,43.0,2021.0
6.0,20.955835,105.75636580000003,77.1,4626.0
6.0,20.967160284429177,105.77062727567136,47.6,2998.8
6.0,20.9492912725677,105.74779630688477,60.0,3500.0
6.0,20.9786876,105.771796,40.0,2000.0
6.0,21.027835,105.852276,119.0,2975.0
6.0,20.9784331,105.77382979999993,40.0,1720.0
6.0,20.955835,105.75636580000003,291.0,11000.0
6.0,20.9540586,105.74098520000007,50.0,1300.0
6.0,20.979649292345343,105.771796,50.0,2150.0
6.0,20.980253784344,105.7698709,50.0,2700.0
6.0,20.9769209106139,105.77786322225893,30.0,1290.0
6.0,20.9796101661068,105.77248067141113,78.0,10140.0
6.0,20.964465227458287,105.76104912540893,104.2,11983.0
6.0,21.0097701,105.81007180000006,48.0,2330.0
6.0,21.0097701,105.81007180000006,50.0,2200.0
6.0,20.97404276482957,105.75885772729498,377.0,14326.0
6.0,20.9653669,105.7594398,104.0,10400.0
6.0,20.9776384,105.7879322,61.0,11000.0
6.0,21.027835,105.852276,185.0,15725.0
6.0,21.027835,105.852276,475.0,19000.0
6.0,20.9667895228315,105.75659664247996,115.0,11500.0
6.0,21.0048477,105.80392489999997,50.0,2350.0
6.0,20.981631198483942,105.7710980132141,110.0,16500.0
6.0,20.9693875858724,105.75416239592903,200.0,11400.0
6.0,20.9724114,105.76152520000005,50.0,2500.0
6.0,20.9724114,105.76152520000005,50.0,2100.0
6.0,20.9691487,105.76922830000001,50.0,2300.0
6.0,20.9725716892186,105.76053814708303,50.0,2100.0
6.0,20.9724114,105.76152520000005,84.4,2700.8
7.0,10.8719159,106.6136414,100.0,850.0
7.0,10.86458,106.58907109999996,160.0,900.0
7.0,10.8745915,106.5889555,133.0,900.0
7.0,10.8565784,106.56429980000007,140.0,880.0
2.0,10.6515117,106.7293611,190000.0,380000.0
2.0,10.6515117,106.7293611,19000.0,38000.0
2.0,10.7094934,106.6896183,6120.0,36720.0
7.0,10.84983872462994,106.58593917039184,127.5,980.0
2.0,10.66699470782786,106.72423839569092,37.7,340.0
2.0,10.7094934,106.6896183,986.0,6606.2
7.0,10.8500705395555,106.58605718758804,120.0,870.0
2.0,10.65142734819946,106.72970442275391,40000.0,65000.0
7.0,10.843148,106.59468770000001,150.0,930.0
9.0,21.027835,105.852276,228.0,6156.0
7.0,10.872003948497744,106.6201527962952,80.0,920.0
2.0,10.673622537086395,106.73069847900388,300.0,1830.0
2.0,10.69547110789257,106.7048575743438,132.0,1201.2
2.0,10.629987630274579,106.73586845397949,40.0,380.0
2.0,10.697129,106.70467570000005,175.0,1400.0
2.0,10.697129,106.70467570000005,140.0,1150.0
7.0,10.8863997,106.62358930000005,124.8,800.0
7.0,10.8976059,106.61144739999997,87.5,630.0
2.0,10.6607003,106.69165509999993,168.0,1260.0
2.0,10.708026964845539,106.70286109814765,130.0,1885.0
2.0,10.697129,106.70467570000005,101.8,1100.0
2.0,10.697129,106.70467570000005,122.2,1400.0
2.0,10.697129,106.70467570000005,140.0,1400.0
2.0,10.697129,106.70467570000005,110.0,1500.0
2.0,10.697129,106.70467570000005,140.0,1400.0
2.0,10.697129,106.70467570000005,100.0,1050.0
2.0,10.71146631329623,106.70175745659185,130.0,1625.0
2.0,10.6952642,106.70487400000002,1000.0,1500.0
2.0,10.6933105611204,106.70167587829599,160.0,1872.0
2.0,10.6615437912669,106.69225591481904,112.0,1456.0
2.0,10.702903,106.70385169999997,263.5,1897.2
2.0,10.702903,106.70385169999997,160.0,1280.0
2.0,10.702903,106.70385169999997,150.0,1050.0
2.0,10.702903,106.70385169999997,160.0,1120.0
2.0,10.697129,106.70467570000005,100.0,1000.0
2.0,10.6607003,106.69165509999993,200.0,1500.0
2.0,10.693816601855303,106.70426689220426,140.0,1932.0
2.0,10.6925514984356,106.703521238098,120.0,1300.0
7.0,10.893412452280984,106.61906960321039,120.0,650.0
7.0,10.9148508,106.64940739999997,427.5,6000.0
7.0,10.8839675,106.58706110000003,6200.0,9300.0
7.0,10.895871881547057,106.61071120058591,100.0,560.0
7.0,10.892084975410212,106.61709549737543,100.0,630.0
7.0,10.895766516859064,106.61077022552467,90.0,700.0
7.0,10.898168594286888,106.60914479052121,100.0,560.0
7.0,10.8725876824186,106.615490913391,90.0,700.0
7.0,10.884158791170409,106.60656036820069,68.0,650.0
7.0,10.8931596,106.61430599999994,76.0,510.0
7.0,10.8839666082645,106.61540508270298,72.0,540.0
7.0,10.9140238211435,106.64870466123807,60.0,520.0
7.0,10.8931596,106.61430599999994,150.0,750.0
7.0,10.79473,106.6888,100.0,780.0
7.0,10.8719159,106.6136414,1470.0,9500.0
7.0,10.8839675,106.58706110000003,1632.0,9700.0
7.0,10.8839675,106.58706110000003,2275.0,7400.0
7.0,10.883197502981714,106.61837696892553,1632.0,9700.0
7.0,10.8719159,106.6136414,99.0,700.0
7.0,10.8790427,106.55251450000003,100.0,560.0
9.0,10.8839675,106.58706110000003,1500.0,9000.0
7.0,10.9203394,106.6662437,2800.0,8400.0
7.0,10.8761446715458,106.62395080425995,252.0,7200.0
7.0,10.8906774,106.60203369999999,125.0,750.0
7.0,10.873180249385069,106.61261143173829,80.0,750.0
7.0,10.8709283763585,106.54426148657194,68.0,230.0
7.0,10.8683524179044,106.55717860842901,170.0,320.0
7.0,10.8706487,106.56375309999999,200.0,250.0
9.0,10.8829560575163,106.58397119521499,100.0,200.0
7.0,10.882786591696217,106.56970024108887,85.0,99.0
7.0,10.9132585,106.67334410000001,262.0,2700.0
7.0,10.914330766582193,106.67012755029305,624.0,1123.2
7.0,10.86838911675207,106.55743649725343,1000.0,500.0
7.0,10.867912510255993,106.55872265147627,68.0,231.0
7.0,10.868299400504341,106.55785560607865,105.0,159.0
7.0,10.8719159,106.6136414,99.0,710.0
7.0,10.8728405521548,106.61023378372192,99.0,710.0
7.0,10.8719442,106.60617120000006,112.0,770.0
7.0,10.868694671956233,106.5591960263672,216.0,630.0
7.0,10.868336434788665,106.55743649725343,216.0,630.0
9.0,10.8839675,106.58706110000003,75.0,159.0
7.0,10.8976059,106.61144739999997,120.0,1320.0
7.0,10.86079,106.6019,100.0,170.0
7.0,10.85999887790686,106.61032582695316,184.0,1650.0
7.0,10.8766644099107,106.59836060734892,100.0,570.0
7.0,10.8530043871634,106.582603365576,59.2,500.0
9.0,21.027835,105.852276,216.0,798.0
7.0,10.891516054939565,106.61587241006464,184.0,1200.0
7.0,10.8683571,106.6059239,150.0,1350.0
7.0,10.8750860085198,106.59024864550793,98.0,720.0
7.0,10.8677949,106.589562,64.0,510.0
7.0,10.856789136096202,106.56532976826179,240.0,1550.0
9.0,21.027835,105.852276,85.0,1116.0
7.0,10.8678713376303,106.55873268181801,75.0,160.0
7.0,10.878825073332695,106.60734772682235,85.0,480.0
7.0,10.864533148723535,106.56604768783563,105.0,780.0
7.0,10.8596989,106.58964549999996,98.0,630.0
7.0,10.864923,106.56538249999994,252.0,680.4
7.0,10.8503935801629,106.59164603244596,155.0,1300.0
7.0,10.8495506168463,106.59130270969194,264.0,1450.0
7.0,10.8578765,106.57936889999996,300.0,1900.0
7.0,10.8578765,106.57936889999996,256.0,1950.0
7.0,10.8724456,106.57086900000002,220.0,420.0
